容器 1 中的多边形 1:
918.0, 12.0
984.0, 15.0
993.0, 35.0
998.0, 48.0
1002.0, 420.0
1001.0, 902.0
1000.0, 956.0
997.0, 995.0
979.0, 999.0
932.0, 1000.0
514.0, 1002.0
81.0, 1001.0
10.0, 998.0
2.0, 886.0
2.0, 10.0
266.0, 2.0

容器 1 中的多边形 2:
993.0, 1075.0
1001.0, 1095.0
1002.0, 1165.0
1002.0, 1881.0
1001.0, 1911.0
991.0, 1951.0
972.0, 1995.0
963.0, 2005.0
276.0, 2005.0
6.0, 2004.0
2.0, 1995.0
2.0, 1170.0
3.0, 1046.0
6.0, 1037.0
17.0, 1027.0
104.0, 1022.0
438.0, 1006.0

容器 1 中的多边形 3:
989.0, 2020.0
1001.0, 2023.0
999.0, 3001.0
995.0, 3005.0
911.0, 3008.0
310.0, 3008.0
70.0, 3007.0
17.0, 3003.0
7.0, 2994.0
2.0, 2870.0
2.0, 2479.0
3.0, 2216.0
12.0, 2203.0
638.0, 2017.0
731.0, 2013.0
909.0, 2009.0

容器 1 中的多边形 4:
973.0, 3020.0
978.0, 3029.0
1002.0, 3603.0
987.0, 3914.0
982.0, 3999.0
963.0, 4010.0
753.0, 4011.0
109.0, 4011.0
60.0, 4010.0
35.0, 4010.0
10.0, 4004.0
2.0, 3992.0
3.0, 3427.0
4.0, 3304.0
12.0, 3182.0
17.0, 3162.0
50.0, 3142.0
844.0, 3016.0
903.0, 3012.0

容器 1 中的多边形 5:
1855.0, 2856.0
1923.0, 2866.0
1976.0, 2880.0
2002.0, 2891.0
2003.0, 2934.0
2003.0, 3750.0
2001.0, 3811.0
1997.0, 3839.0
1944.0, 3843.0
1604.0, 3843.0
1599.0, 3842.0
1540.0, 3841.0
1516.0, 3829.0
1003.0, 3520.0
1003.0, 3001.0
1005.0, 2876.0
1033.0, 2868.0
1181.0, 2844.0

容器 1 中的多边形 6:
1854.0, 469.0
1975.0, 495.0
1984.0, 561.0
2004.0, 886.0
1954.0, 1211.0
1948.0, 1226.0
1823.0, 1446.0
1813.0, 1455.0
1795.0, 1459.0
1403.0, 1462.0
1121.0, 1462.0
1021.0, 1458.0
1018.0, 1440.0
1006.0, 1181.0
1004.0, 789.0
1005.0, 772.0
1017.0, 766.0
1741.0, 462.0
1798.0, 462.0

容器 1 中的多边形 7:
1054.0, 1465.0
1145.0, 1466.0
1187.0, 1466.0
1214.0, 1472.0
1232.0, 1479.0
1778.0, 1758.0
1917.0, 1840.0
1937.0, 1855.0
1951.0, 1870.0
1969.0, 1899.0
2004.0, 1958.0
2003.0, 2420.0
1992.0, 2462.0
1770.0, 2464.0
1311.0, 2464.0
1199.0, 2462.0
1163.0, 2456.0
1151.0, 2452.0
1039.0, 2369.0
1020.0, 2352.0
1013.0, 2345.0
1005.0, 2196.0
1004.0, 1533.0
1005.0, 1482.0
1012.0, 1464.0

容器 1 中的多边形 8:
1653.0, 4.0
1788.0, 10.0
1823.0, 13.0
1838.0, 19.0
1841.0, 48.0
1856.0, 390.0
1851.0, 401.0
1835.0, 433.0
1006.0, 422.0
1011.0, 70.0
1011.0, 18.0
1027.0, 12.0
1515.0, 2.0

容器 1 中的多边形 9:
1197.0, 3774.0
1335.0, 3820.0
1766.0, 3974.0
1857.0, 4039.0
1890.0, 4068.0
1889.0, 4081.0
1781.0, 4090.0
1726.0, 4092.0
1692.0, 4094.0
1577.0, 4093.0
1428.0, 4088.0
1030.0, 3896.0
1015.0, 3887.0
1009.0, 3877.0
1007.0, 3868.0
996.0, 3799.0
1004.0, 3791.0
1075.0, 3758.0
1090.0, 3753.0
1102.0, 3750.0
1108.0, 3750.0

容器 1 中的多边形 10:
1659.0, 2468.0
1701.0, 2474.0
1709.0, 2478.0
1760.0, 2576.0
1792.0, 2639.0
1777.0, 2645.0
1646.0, 2677.0
1635.0, 2679.0
1204.0, 2722.0
1029.0, 2722.0
1028.0, 2719.0
1028.0, 2717.0
1003.0, 2621.0
1271.0, 2512.0
1355.0, 2498.0
1434.0, 2489.0
1649.0, 2467.0

容器 1 中的多边形 11:
1820.0, 2679.0
1842.0, 2693.0
1840.0, 2851.0
1528.0, 2847.0
1406.0, 2845.0
1419.0, 2822.0
1427.0, 2813.0
1546.0, 2737.0
1697.0, 2669.0

容器 1 中的多边形 12:
1617.0, 1466.0
1727.0, 1509.0
1741.0, 1515.0
1864.0, 1578.0
1847.0, 1643.0
1836.0, 1677.0
1828.0, 1685.0
1815.0, 1689.0
1681.0, 1682.0
1640.0, 1675.0
1612.0, 1668.0
1599.0, 1662.0
1572.0, 1643.0
1502.0, 1508.0
1505.0, 1479.0
1507.0, 1470.0
1582.0, 1464.0

容器 1 中的多边形 13:
1261.0, 464.0
1271.0, 479.0
1276.0, 488.0
1285.0, 511.0
1298.0, 556.0
1299.0, 573.0
1293.0, 587.0
1180.0, 637.0
1169.0, 641.0
1152.0, 645.0
1097.0, 635.0
1063.0, 626.0
1012.0, 601.0
1005.0, 575.0
1007.0, 569.0
1022.0, 538.0
1029.0, 531.0
1200.0, 432.0
1206.0, 429.0

容器 1 中的多边形 14:
1922.0, 3848.0
2018.0, 3936.0
2031.0, 3956.0
2038.0, 3997.0
2019.0, 4010.0
1906.0, 4024.0
1769.0, 3971.0
1761.0, 3958.0
1748.0, 3931.0
1741.0, 3902.0
1738.0, 3882.0
1741.0, 3878.0
1777.0, 3866.0
1907.0, 3847.0

容器 1 中的多边形 15:
1966.0, 60.0
1967.0, 65.0
1971.0, 117.0
1972.0, 142.0
1970.0, 162.0
1955.0, 256.0
1935.0, 367.0
1913.0, 452.0
1892.0, 466.0
1872.0, 469.0
1859.0, 465.0
1864.0, 71.0
1865.0, 59.0
1906.0, 59.0

容器 1 中的多边形 16:
1471.0, 2707.0
1475.0, 2718.0
1458.0, 2739.0
1422.0, 2778.0
1403.0, 2792.0
1391.0, 2798.0
1311.0, 2809.0
1051.0, 2814.0
1024.0, 2811.0
1007.0, 2788.0
1003.0, 2779.0
1004.0, 2773.0
1006.0, 2767.0
1022.0, 2759.0
1048.0, 2752.0
