容器 1 中的多边形 1:
943.0, 7.0
945.0, 9.0
1005.0, 868.0
1003.0, 900.0
962.0, 986.0
961.0, 987.0
951.0, 998.0
950.0, 999.0
633.0, 1004.0
389.0, 1005.0
121.0, 1005.0
48.0, 1004.0
21.0, 1003.0
20.0, 1003.0
9.0, 995.0
8.0, 994.0
4.0, 981.0
2.0, 964.0
2.0, 752.0
6.0, 691.0
9.0, 670.0
9.0, 668.0
508.0, 3.0
510.0, 2.0

容器 1 中的多边形 2:
583.0, 1013.0
594.0, 1014.0
601.0, 1014.0
607.0, 1019.0
986.0, 1681.0
990.0, 1691.0
991.0, 1693.0
1001.0, 1745.0
1005.0, 1859.0
1006.0, 1936.0
1005.0, 1999.0
1005.0, 2000.0
999.0, 2007.0
997.0, 2008.0
977.0, 2011.0
586.0, 2012.0
38.0, 2012.0
4.0, 2007.0
2.0, 2006.0
2.0, 1978.0
5.0, 1808.0
5.0, 1753.0
158.0, 1134.0
219.0, 1010.0
221.0, 1009.0

容器 1 中的多边形 3:
1928.0, 626.0
1929.0, 628.0
1929.0, 660.0
1927.0, 779.0
1920.0, 1352.0
1920.0, 1353.0
1747.0, 1609.0
1746.0, 1610.0
1725.0, 1616.0
1658.0, 1620.0
1457.0, 1621.0
1042.0, 1621.0
974.0, 1613.0
972.0, 1613.0
933.0, 1581.0
932.0, 1579.0
926.0, 1519.0
927.0, 1054.0
934.0, 1020.0
934.0, 1019.0
941.0, 1008.0
942.0, 1007.0
1893.0, 617.0
1895.0, 617.0

容器 1 中的多边形 4:
1645.0, 4.0
1669.0, 15.0
1674.0, 18.0
1676.0, 20.0
1669.0, 182.0
1589.0, 406.0
1588.0, 408.0
1515.0, 470.0
1514.0, 470.0
990.0, 463.0
987.0, 460.0
981.0, 452.0
980.0, 451.0
968.0, 38.0
970.0, 17.0
971.0, 15.0
1001.0, 6.0
1609.0, 2.0

容器 1 中的多边形 5:
1656.0, 472.0
1979.0, 504.0
1986.0, 506.0
1988.0, 507.0
1993.0, 513.0
1993.0, 562.0
1992.0, 572.0
1991.0, 574.0
1959.0, 586.0
1864.0, 612.0
1444.0, 639.0
1219.0, 653.0
1117.0, 652.0
1116.0, 652.0
1090.0, 647.0
1032.0, 630.0
998.0, 606.0
996.0, 605.0
990.0, 591.0
991.0, 589.0
1003.0, 578.0
1032.0, 557.0
1057.0, 546.0
1185.0, 497.0
1186.0, 496.0
1374.0, 477.0
1387.0, 477.0
1633.0, 471.0

容器 1 中的多边形 6:
1405.0, 1629.0
1456.0, 1660.0
1458.0, 1661.0
1458.0, 1663.0
1443.0, 1715.0
1441.0, 1716.0
1170.0, 1741.0
1164.0, 1740.0
1031.0, 1727.0
1013.0, 1721.0
1011.0, 1720.0
1000.0, 1707.0
996.0, 1697.0
997.0, 1695.0
1003.0, 1689.0
1057.0, 1655.0
1064.0, 1650.0
1071.0, 1646.0
1072.0, 1645.0
1090.0, 1642.0
1254.0, 1625.0

容器 1 中的多边形 7:
63.0, 4.0
80.0, 9.0
81.0, 9.0
91.0, 16.0
92.0, 19.0
88.0, 26.0
86.0, 27.0
57.0, 31.0
14.0, 24.0
5.0, 21.0
3.0, 19.0
2.0, 10.0
3.0, 8.0
10.0, 5.0
18.0, 3.0
37.0, 2.0

容器 1 中的多边形 8:
89.0, 36.0
91.0, 37.0
94.0, 46.0
93.0, 49.0
82.0, 58.0
81.0, 58.0
72.0, 59.0
41.0, 58.0
9.0, 56.0
4.0, 54.0
2.0, 53.0
2.0, 45.0
3.0, 43.0
12.0, 37.0
35.0, 35.0
61.0, 35.0

容器 1 中的多边形 9:
53.0, 62.0
80.0, 67.0
87.0, 74.0
88.0, 76.0
87.0, 77.0
79.0, 82.0
66.0, 86.0
5.0, 89.0
3.0, 89.0
2.0, 87.0
2.0, 80.0
7.0, 67.0
8.0, 65.0
17.0, 62.0
22.0, 61.0

容器 1 中的多边形 10:
38.0, 92.0
93.0, 106.0
98.0, 108.0
100.0, 109.0
100.0, 111.0
96.0, 119.0
94.0, 120.0
57.0, 119.0
30.0, 117.0
24.0, 116.0
17.0, 114.0
9.0, 111.0
7.0, 110.0
2.0, 104.0
3.0, 101.0
7.0, 98.0
30.0, 91.0
31.0, 91.0

容器 1 中的多边形 11:
73.0, 125.0
82.0, 128.0
84.0, 129.0
84.0, 131.0
80.0, 138.0
73.0, 144.0
72.0, 145.0
63.0, 149.0
19.0, 145.0
17.0, 145.0
3.0, 133.0
2.0, 130.0
6.0, 125.0
15.0, 120.0
17.0, 119.0

容器 1 中的多边形 12:
86.0, 154.0
103.0, 157.0
105.0, 158.0
105.0, 160.0
97.0, 170.0
95.0, 171.0
78.0, 174.0
59.0, 175.0
31.0, 174.0
11.0, 174.0
8.0, 173.0
6.0, 172.0
2.0, 166.0
2.0, 164.0
3.0, 163.0
17.0, 159.0
26.0, 157.0
66.0, 153.0

容器 1 中的多边形 13:
78.0, 186.0
93.0, 189.0
94.0, 189.0
100.0, 193.0
101.0, 195.0
100.0, 196.0
88.0, 207.0
87.0, 208.0
69.0, 206.0
47.0, 202.0
4.0, 193.0
2.0, 192.0
3.0, 189.0
9.0, 184.0
19.0, 179.0
20.0, 179.0
29.0, 178.0

容器 1 中的多边形 14:
72.0, 210.0
86.0, 215.0
88.0, 216.0
88.0, 218.0
85.0, 224.0
83.0, 225.0
67.0, 229.0
42.0, 230.0
12.0, 230.0
3.0, 223.0
2.0, 221.0
2.0, 214.0
3.0, 212.0
21.0, 206.0
33.0, 205.0

容器 1 中的多边形 15:
76.0, 239.0
86.0, 244.0
89.0, 252.0
88.0, 255.0
79.0, 258.0
43.0, 259.0
18.0, 254.0
16.0, 254.0
9.0, 248.0
3.0, 242.0
2.0, 240.0
3.0, 238.0
9.0, 235.0
19.0, 234.0
20.0, 234.0

容器 1 中的多边形 16:
62.0, 266.0
72.0, 270.0
80.0, 277.0
81.0, 279.0
80.0, 281.0
70.0, 288.0
59.0, 289.0
58.0, 289.0
21.0, 286.0
16.0, 285.0
10.0, 281.0
8.0, 280.0
2.0, 272.0
2.0, 270.0
3.0, 269.0
13.0, 266.0
50.0, 263.0
52.0, 263.0

容器 1 中的多边形 17:
65.0, 295.0
66.0, 297.0
65.0, 298.0
50.0, 315.0
40.0, 321.0
39.0, 322.0
7.0, 317.0
5.0, 316.0
2.0, 310.0
2.0, 309.0
4.0, 299.0
5.0, 297.0
15.0, 294.0
40.0, 292.0
60.0, 292.0

容器 1 中的多边形 18:
70.0, 340.0
71.0, 342.0
70.0, 344.0
62.0, 349.0
57.0, 350.0
35.0, 352.0
34.0, 352.0
13.0, 351.0
6.0, 348.0
4.0, 346.0
2.0, 338.0
3.0, 336.0
12.0, 329.0
13.0, 329.0
50.0, 325.0
51.0, 325.0

容器 1 中的多边形 19:
54.0, 360.0
79.0, 369.0
81.0, 370.0
80.0, 373.0
72.0, 378.0
62.0, 381.0
57.0, 382.0
56.0, 382.0
15.0, 376.0
6.0, 373.0
4.0, 372.0
2.0, 369.0
2.0, 368.0
3.0, 362.0
5.0, 360.0
15.0, 358.0
31.0, 356.0

容器 1 中的多边形 20:
53.0, 388.0
64.0, 398.0
65.0, 400.0
64.0, 402.0
57.0, 405.0
43.0, 410.0
20.0, 415.0
18.0, 415.0
8.0, 412.0
5.0, 410.0
4.0, 409.0
2.0, 404.0
2.0, 400.0
3.0, 397.0
13.0, 390.0
29.0, 385.0
35.0, 384.0
47.0, 384.0

容器 1 中的多边形 21:
74.0, 421.0
84.0, 431.0
85.0, 433.0
83.0, 434.0
65.0, 438.0
44.0, 438.0
19.0, 436.0
12.0, 435.0
10.0, 434.0
2.0, 423.0
2.0, 421.0
4.0, 420.0
18.0, 419.0
43.0, 419.0

容器 1 中的多边形 22:
63.0, 446.0
64.0, 446.0
73.0, 451.0
74.0, 453.0
73.0, 455.0
57.0, 466.0
42.0, 466.0
35.0, 465.0
4.0, 455.0
2.0, 454.0
2.0, 452.0
7.0, 446.0
9.0, 445.0
47.0, 442.0

容器 1 中的多边形 23:
41.0, 468.0
67.0, 470.0
75.0, 475.0
77.0, 476.0
76.0, 479.0
